siec,nrg_Description,Country_code,Country,Year,Description,Unit,Value
R5110-5150_W6000RI,Primary solid biofuels,EA19,Euro area (19 countries),1993 ,Solid biofuels,GWH,10308.809000000001
R5110-5150_W6000RI,Primary solid biofuels,EA19,Euro area (19 countries),1992 ,Solid biofuels,GWH,9495.552
R5110-5150_W6000RI,Primary solid biofuels,EA19,Euro area (19 countries),1991 ,Solid biofuels,GWH,9188.519
R5110-5150_W6000RI,Primary solid biofuels,EA19,Euro area (19 countries),1990 ,Solid biofuels,GWH,8849.284
RA100,Hydro,EA19,Euro area (19 countries),2018 ,Hydro,GWH,271792.82399999996
RA100,Hydro,EA19,Euro area (19 countries),2017 ,Hydro,GWH,227129.824
RA100,Hydro,EA19,Euro area (19 countries),2016 ,Hydro,GWH,274310.308
RA100,Hydro,EA19,Euro area (19 countries),2015 ,Hydro,GWH,252331.69600000003
RA100,Hydro,EA19,Euro area (19 countries),2014 ,Hydro,GWH,295161.028
RA100,Hydro,EA19,Euro area (19 countries),2013 ,Hydro,GWH,299464.69
RA100,Hydro,EA19,Euro area (19 countries),2012 ,Hydro,GWH,253626.43300000002
RA100,Hydro,EA19,Euro area (19 countries),2011 ,Hydro,GWH,236830.232
RA100,Hydro,EA19,Euro area (19 countries),2010 ,Hydro,GWH,292520.211
RA100,Hydro,EA19,Euro area (19 countries),2009 ,Hydro,GWH,258153.711
RA100,Hydro,EA19,Euro area (19 countries),2008 ,Hydro,GWH,253940.723
RA100,Hydro,EA19,Euro area (19 countries),2007 ,Hydro,GWH,242867.397
RA100,Hydro,EA19,Euro area (19 countries),2006 ,Hydro,GWH,244691.19600000003
RA100,Hydro,EA19,Euro area (19 countries),2005 ,Hydro,GWH,228564.449
RA100,Hydro,EA19,Euro area (19 countries),2004 ,Hydro,GWH,261009.077
RA100,Hydro,EA19,Euro area (19 countries),2003 ,Hydro,GWH,254767.384
RA100,Hydro,EA19,Euro area (19 countries),2002 ,Hydro,GWH,247641.09
RA100,Hydro,EA19,Euro area (19 countries),2001 ,Hydro,GWH,291702.248
RA100,Hydro,EA19,Euro area (19 countries),2000 ,Hydro,GWH,269646.816
RA100,Hydro,EA19,Euro area (19 countries),1999 ,Hydro,GWH,260222.85100000002
RA100,Hydro,EA19,Euro area (19 countries),1998 ,Hydro,GWH,257806.479
RA100,Hydro,EA19,Euro area (19 countries),1997 ,Hydro,GWH,252074.205
RA100,Hydro,EA19,Euro area (19 countries),1996 ,Hydro,GWH,265688.835
RA100,Hydro,EA19,Euro area (19 countries),1995 ,Hydro,GWH,247479.312
RA100,Hydro,EA19,Euro area (19 countries),1994 ,Hydro,GWH,259098.771
RA100,Hydro,EA19,Euro area (19 countries),1993 ,Hydro,GWH,235328.813
RA100,Hydro,EA19,Euro area (19 countries),1992 ,Hydro,GWH,230849.272
RA100,Hydro,EA19,Euro area (19 countries),1991 ,Hydro,GWH,224392.105
RA100,Hydro,EA19,Euro area (19 countries),1990 ,Hydro,GWH,206300.737
RA200,Geothermal,EA19,Euro area (19 countries),2018 ,Geothermal,GWH,6643.746999999999
RA200,Geothermal,EA19,Euro area (19 countries),2017 ,Geothermal,GWH,6714.039000000001
RA200,Geothermal,EA19,Euro area (19 countries),2016 ,Geothermal,GWH,6732.776
RA200,Geothermal,EA19,Euro area (19 countries),2015 ,Geothermal,GWH,6613.5380000000005
RA200,Geothermal,EA19,Euro area (19 countries),2014 ,Geothermal,GWH,6303.210999999999
RA200,Geothermal,EA19,Euro area (19 countries),2013 ,Geothermal,GWH,6026.268
RA200,Geothermal,EA19,Euro area (19 countries),2012 ,Geothermal,GWH,5820.339
RA200,Geothermal,EA19,Euro area (19 countries),2011 ,Geothermal,GWH,5946.971
RA200,Geothermal,EA19,Euro area (19 countries),2010 ,Geothermal,GWH,5602.409000000001
RA200,Geothermal,EA19,Euro area (19 countries),2009 ,Geothermal,GWH,5546.27
RA200,Geothermal,EA19,Euro area (19 countries),2008 ,Geothermal,GWH,5731.578
RA200,Geothermal,EA19,Euro area (19 countries),2007 ,Geothermal,GWH,5772.528
RA200,Geothermal,EA19,Euro area (19 countries),2006 ,Geothermal,GWH,5615.65
RA200,Geothermal,EA19,Euro area (19 countries),2005 ,Geothermal,GWH,5397.673000000001
RA200,Geothermal,EA19,Euro area (19 countries),2004 ,Geothermal,GWH,5523.469
RA200,Geothermal,EA19,Euro area (19 countries),2003 ,Geothermal,GWH,5433.965
RA200,Geothermal,EA19,Euro area (19 countries),2002 ,Geothermal,GWH,4760.965
RA200,Geothermal,EA19,Euro area (19 countries),2001 ,Geothermal,GWH,4612.0
RA200,Geothermal,EA19,Euro area (19 countries),2000 ,Geothermal,GWH,4785.0
RA200,Geothermal,EA19,Euro area (19 countries),1999 ,Geothermal,GWH,4483.0
RA200,Geothermal,EA19,Euro area (19 countries),1998 ,Geothermal,GWH,4272.0
RA200,Geothermal,EA19,Euro area (19 countries),1997 ,Geothermal,GWH,3956.0
RA200,Geothermal,EA19,Euro area (19 countries),1996 ,Geothermal,GWH,3811.0
RA200,Geothermal,EA19,Euro area (19 countries),1995 ,Geothermal,GWH,3478.0
RA200,Geothermal,EA19,Euro area (19 countries),1994 ,Geothermal,GWH,3450.0
RA200,Geothermal,EA19,Euro area (19 countries),1993 ,Geothermal,GWH,3671.0
RA200,Geothermal,EA19,Euro area (19 countries),1992 ,Geothermal,GWH,3464.0
RA200,Geothermal,EA19,Euro area (19 countries),1991 ,Geothermal,GWH,3187.0
RA200,Geothermal,EA19,Euro area (19 countries),1990 ,Geothermal,GWH,3226.0
RA300,Wind,EA19,Euro area (19 countries),2018 ,Wind,GWH,267006.261
RA300,Wind,EA19,Euro area (19 countries),2017 ,Wind,GWH,253544.325
RA300,Wind,EA19,Euro area (19 countries),2016 ,Wind,GWH,215774.573
RA300,Wind,EA19,Euro area (19 countries),2015 ,Wind,GWH,211314.954
RA300,Wind,EA19,Euro area (19 countries),2014 ,Wind,GWH,180973.081
RA300,Wind,EA19,Euro area (19 countries),2013 ,Wind,GWH,174896.40899999999
RA300,Wind,EA19,Euro area (19 countries),2012 ,Wind,GWH,159904.888
RA300,Wind,EA19,Euro area (19 countries),2011 ,Wind,GWH,142789.174
RA300,Wind,EA19,Euro area (19 countries),2010 ,Wind,GWH,124885.27900000001
RA300,Wind,EA19,Euro area (19 countries),2009 ,Wind,GWH,113347.045
RA300,Wind,EA19,Euro area (19 countries),2008 ,Wind,GWH,102855.97099999999
RA300,Wind,EA19,Euro area (19 countries),2007 ,Wind,GWH,90469.73599999999
RA300,Wind,EA19,Euro area (19 countries),2006 ,Wind,GWH,71230.766
RA300,Wind,EA19,Euro area (19 countries),2005 ,Wind,GWH,60363.703
RA300,Wind,EA19,Euro area (19 countries),2004 ,Wind,GWH,49922.57
RA300,Wind,EA19,Euro area (19 countries),2003 ,Wind,GWH,36934.421
RA300,Wind,EA19,Euro area (19 countries),2002 ,Wind,GWH,29513.5
RA300,Wind,EA19,Euro area (19 countries),2001 ,Wind,GWH,20935.48
RA300,Wind,EA19,Euro area (19 countries),2000 ,Wind,GWH,16572.104
RA300,Wind,EA19,Euro area (19 countries),1999 ,Wind,GWH,9961.635
RA300,Wind,EA19,Euro area (19 countries),1998 ,Wind,GWH,7255.713000000001
RA300,Wind,EA19,Euro area (19 countries),1997 ,Wind,GWH,4553.903
RA300,Wind,EA19,Euro area (19 countries),1996 ,Wind,GWH,3017.453
RA300,Wind,EA19,Euro area (19 countries),1995 ,Wind,GWH,2399.883
RA300,Wind,EA19,Euro area (19 countries),1994 ,Wind,GWH,1942.0220000000002
RA300,Wind,EA19,Euro area (19 countries),1993 ,Wind,GWH,1055.404
RA300,Wind,EA19,Euro area (19 countries),1992 ,Wind,GWH,571.49
RA300,Wind,EA19,Euro area (19 countries),1991 ,Wind,GWH,332.49
RA300,Wind,EA19,Euro area (19 countries),1990 ,Wind,GWH,153.27200000000002
RA410,Solar thermal,EA19,Euro area (19 countries),2018 ,Solar,GWH,4867.0
RA410,Solar thermal,EA19,Euro area (19 countries),2017 ,Solar,GWH,5883.0
RA410,Solar thermal,EA19,Euro area (19 countries),2016 ,Solar,GWH,5579.2
RA410,Solar thermal,EA19,Euro area (19 countries),2015 ,Solar,GWH,5593.236999999999
RA410,Solar thermal,EA19,Euro area (19 countries),2014 ,Solar,GWH,5454.806
RA410,Solar thermal,EA19,Euro area (19 countries),2013 ,Solar,GWH,4769.747
RA410,Solar thermal,EA19,Euro area (19 countries),2012 ,Solar,GWH,3775.0429999999997
RA410,Solar thermal,EA19,Euro area (19 countries),2011 ,Solar,GWH,1959.0
RA410,Solar thermal,EA19,Euro area (19 countries),2010 ,Solar,GWH,761.2
RA410,Solar thermal,EA19,Euro area (19 countries),2009 ,Solar,GWH,103.0
RA410,Solar thermal,EA19,Euro area (19 countries),2008 ,Solar,GWH,16.147000000000002
RA410,Solar thermal,EA19,Euro area (19 countries),2007 ,Solar,GWH,8.01
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2018 ,Solar,GWH,102286.969
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2017 ,Solar,GWH,95019.31800000001
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2016 ,Solar,GWH,88797.54199999999
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2015 ,Solar,GWH,88679.214
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2014 ,Solar,GWH,82971.109
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2013 ,Solar,GWH,74930.897
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2012 ,Solar,GWH,63297.04
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2011 ,Solar,GWH,43017.523
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2010 ,Solar,GWH,21816.662999999997
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2009 ,Solar,GWH,13897.141000000001
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2008 ,Solar,GWH,7400.812
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2007 ,Solar,GWH,3758.8909999999996
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2006 ,Solar,GWH,2484.448
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2005 ,Solar,GWH,1454.1470000000002
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2004 ,Solar,GWH,686.6469999999999
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2003 ,Solar,GWH,411.32800000000003
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2002 ,Solar,GWH,263.449
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2001 ,Solar,GWH,177.90200000000002
RA420,Solar photovoltaic,EA19,Euro area (19 countries),2000 ,Solar,GWH,110.75200000000001
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1999 ,Solar,GWH,84.645
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1998 ,Solar,GWH,83.11399999999999
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1997 ,Solar,GWH,60.376999999999995
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1996 ,Solar,GWH,50.369
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1995 ,Solar,GWH,45.15
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1994 ,Solar,GWH,37.413000000000004
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1993 ,Solar,GWH,30.706
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1992 ,Solar,GWH,27.705
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1991 ,Solar,GWH,19.15
RA420,Solar photovoltaic,EA19,Euro area (19 countries),1990 ,Solar,GWH,15.875
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2018 ,Waste,GWH,16444.313000000002
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2017 ,Waste,GWH,15732.236
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2016 ,Waste,GWH,15508.266000000001
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2015 ,Waste,GWH,15050.864
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2014 ,Waste,GWH,15070.958999999999
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2013 ,Waste,GWH,14160.758
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2012 ,Waste,GWH,13814.726999999999
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2011 ,Waste,GWH,13516.69
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2010 ,Waste,GWH,12630.661
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2009 ,Waste,GWH,11595.573999999999
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2008 ,Waste,GWH,11479.722
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2007 ,Waste,GWH,11073.059
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2006 ,Waste,GWH,9969.782
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2005 ,Waste,GWH,9005.696
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2004 ,Waste,GWH,7529.724
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2003 ,Waste,GWH,7203.7080000000005
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2002 ,Waste,GWH,6459.559
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2001 ,Waste,GWH,6257.878000000001
W6210,Renewable municipal waste,EA19,Euro area (19 countries),2000 ,Waste,GWH,5651.982
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1999 ,Waste,GWH,4852.026
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1998 ,Waste,GWH,4220.95
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1997 ,Waste,GWH,3760.098
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1996 ,Waste,GWH,3372.637
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1995 ,Waste,GWH,2924.086
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1994 ,Waste,GWH,2661.453
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1993 ,Waste,GWH,2478.681
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1992 ,Waste,GWH,2431.573
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1991 ,Waste,GWH,2386.728
W6210,Renewable municipal waste,EA19,Euro area (19 countries),1990 ,Waste,GWH,2259.993
C0129,Other bituminous coal,EE,Estonia,2017 ,Hard coal,GWH,17.6
C0129,Other bituminous coal,EE,Estonia,2014 ,Hard coal,GWH,6.0
C0129,Other bituminous coal,EE,Estonia,2013 ,Hard coal,GWH,13.0
G3000,Natural gas,EE,Estonia,2018 ,Natural gas,GWH,58.0
G3000,Natural gas,EE,Estonia,2017 ,Natural gas,GWH,63.0
G3000,Natural gas,EE,Estonia,2016 ,Natural gas,GWH,74.0
G3000,Natural gas,EE,Estonia,2015 ,Natural gas,GWH,62.0
G3000,Natural gas,EE,Estonia,2014 ,Natural gas,GWH,69.0
G3000,Natural gas,EE,Estonia,2013 ,Natural gas,GWH,89.0
G3000,Natural gas,EE,Estonia,2012 ,Natural gas,GWH,126.0
G3000,Natural gas,EE,Estonia,2011 ,Natural gas,GWH,250.0
G3000,Natural gas,EE,Estonia,2010 ,Natural gas,GWH,303.0
G3000,Natural gas,EE,Estonia,2009 ,Natural gas,GWH,108.0
G3000,Natural gas,EE,Estonia,2008 ,Natural gas,GWH,423.0
G3000,Natural gas,EE,Estonia,2007 ,Natural gas,GWH,344.0
G3000,Natural gas,EE,Estonia,2006 ,Natural gas,GWH,539.0
G3000,Natural gas,EE,Estonia,2005 ,Natural gas,GWH,544.0
G3000,Natural gas,EE,Estonia,2004 ,Natural gas,GWH,487.0
G3000,Natural gas,EE,Estonia,2003 ,Natural gas,GWH,504.0
G3000,Natural gas,EE,Estonia,2002 ,Natural gas,GWH,529.0
G3000,Natural gas,EE,Estonia,2001 ,Natural gas,GWH,599.0
G3000,Natural gas,EE,Estonia,2000 ,Natural gas,GWH,596.0
G3000,Natural gas,EE,Estonia,1999 ,Natural gas,GWH,229.0
G3000,Natural gas,EE,Estonia,1998 ,Natural gas,GWH,266.0
G3000,Natural gas,EE,Estonia,1997 ,Natural gas,GWH,258.0
G3000,Natural gas,EE,Estonia,1996 ,Natural gas,GWH,294.0
G3000,Natural gas,EE,Estonia,1995 ,Natural gas,GWH,264.0
G3000,Natural gas,EE,Estonia,1994 ,Natural gas,GWH,220.0
G3000,Natural gas,EE,Estonia,1993 ,Natural gas,GWH,130.0
G3000,Natural gas,EE,Estonia,1992 ,Natural gas,GWH,287.0
G3000,Natural gas,EE,Estonia,1991 ,Natural gas,GWH,971.0
G3000,Natural gas,EE,Estonia,1990 ,Natural gas,GWH,957.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2018 ,Oil and petroleum products,GWH,83.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2017 ,Oil and petroleum products,GWH,120.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2016 ,Oil and petroleum products,GWH,255.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2015 ,Oil and petroleum products,GWH,128.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2014 ,Oil and petroleum products,GWH,43.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2013 ,Oil and petroleum products,GWH,132.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2012 ,Oil and petroleum products,GWH,58.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2011 ,Oil and petroleum products,GWH,43.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2010 ,Oil and petroleum products,GWH,41.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2009 ,Oil and petroleum products,GWH,45.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2008 ,Oil and petroleum products,GWH,37.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2007 ,Oil and petroleum products,GWH,34.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2006 ,Oil and petroleum products,GWH,30.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2005 ,Oil and petroleum products,GWH,32.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2004 ,Oil and petroleum products,GWH,42.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2003 ,Oil and petroleum products,GWH,40.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2002 ,Oil and petroleum products,GWH,27.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2001 ,Oil and petroleum products,GWH,40.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,2000 ,Oil and petroleum products,GWH,56.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1999 ,Oil and petroleum products,GWH,297.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1998 ,Oil and petroleum products,GWH,259.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1997 ,Oil and petroleum products,GWH,178.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1996 ,Oil and petroleum products,GWH,100.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1995 ,Oil and petroleum products,GWH,103.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1994 ,Oil and petroleum products,GWH,130.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1993 ,Oil and petroleum products,GWH,620.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1992 ,Oil and petroleum products,GWH,529.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1991 ,Oil and petroleum products,GWH,1271.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EE,Estonia,1990 ,Oil and petroleum products,GWH,1440.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2018 ,Solid biofuels,GWH,1223.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2017 ,Solid biofuels,GWH,995.947
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2016 ,Solid biofuels,GWH,840.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2015 ,Solid biofuels,GWH,710.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2014 ,Solid biofuels,GWH,731.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2013 ,Solid biofuels,GWH,645.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2012 ,Solid biofuels,GWH,985.143
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2011 ,Solid biofuels,GWH,765.966
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2010 ,Solid biofuels,GWH,729.82
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2009 ,Solid biofuels,GWH,306.089
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2008 ,Solid biofuels,GWH,27.345
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2007 ,Solid biofuels,GWH,19.55
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2006 ,Solid biofuels,GWH,26.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2005 ,Solid biofuels,GWH,21.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2004 ,Solid biofuels,GWH,23.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2003 ,Solid biofuels,GWH,21.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2002 ,Solid biofuels,GWH,23.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2001 ,Solid biofuels,GWH,11.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,2000 ,Solid biofuels,GWH,13.25
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,1999 ,Solid biofuels,GWH,12.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,1998 ,Solid biofuels,GWH,12.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,1997 ,Solid biofuels,GWH,8.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,1996 ,Solid biofuels,GWH,5.0
R5110-5150_W6000RI,Primary solid biofuels,EE,Estonia,1995 ,Solid biofuels,GWH,6.0
RA100,Hydro,EE,Estonia,2018 ,Hydro,GWH,15.0
RA100,Hydro,EE,Estonia,2017 ,Hydro,GWH,26.0
RA100,Hydro,EE,Estonia,2016 ,Hydro,GWH,35.0
RA100,Hydro,EE,Estonia,2015 ,Hydro,GWH,26.6
RA100,Hydro,EE,Estonia,2014 ,Hydro,GWH,27.034000000000002
RA100,Hydro,EE,Estonia,2013 ,Hydro,GWH,25.531999999999996
RA100,Hydro,EE,Estonia,2012 ,Hydro,GWH,42.058
RA100,Hydro,EE,Estonia,2011 ,Hydro,GWH,30.028000000000002
RA100,Hydro,EE,Estonia,2010 ,Hydro,GWH,26.881
RA100,Hydro,EE,Estonia,2009 ,Hydro,GWH,31.988000000000003
RA100,Hydro,EE,Estonia,2008 ,Hydro,GWH,27.908
RA100,Hydro,EE,Estonia,2007 ,Hydro,GWH,21.822
RA100,Hydro,EE,Estonia,2006 ,Hydro,GWH,13.5
RA100,Hydro,EE,Estonia,2005 ,Hydro,GWH,22.0
RA100,Hydro,EE,Estonia,2004 ,Hydro,GWH,22.0
RA100,Hydro,EE,Estonia,2003 ,Hydro,GWH,13.0
RA100,Hydro,EE,Estonia,2002 ,Hydro,GWH,6.0
RA100,Hydro,EE,Estonia,2001 ,Hydro,GWH,7.0
RA100,Hydro,EE,Estonia,2000 ,Hydro,GWH,5.0
RA100,Hydro,EE,Estonia,1999 ,Hydro,GWH,4.0
RA100,Hydro,EE,Estonia,1998 ,Hydro,GWH,4.0
RA100,Hydro,EE,Estonia,1997 ,Hydro,GWH,3.0
RA100,Hydro,EE,Estonia,1996 ,Hydro,GWH,2.0
RA100,Hydro,EE,Estonia,1995 ,Hydro,GWH,2.0
RA100,Hydro,EE,Estonia,1994 ,Hydro,GWH,3.0
RA100,Hydro,EE,Estonia,1993 ,Hydro,GWH,1.0
RA100,Hydro,EE,Estonia,1992 ,Hydro,GWH,1.0
RA300,Wind,EE,Estonia,2018 ,Wind,GWH,636.0
RA300,Wind,EE,Estonia,2017 ,Wind,GWH,723.0
RA300,Wind,EE,Estonia,2016 ,Wind,GWH,594.0
RA300,Wind,EE,Estonia,2015 ,Wind,GWH,715.0
RA300,Wind,EE,Estonia,2014 ,Wind,GWH,603.68
RA300,Wind,EE,Estonia,2013 ,Wind,GWH,529.039
RA300,Wind,EE,Estonia,2012 ,Wind,GWH,433.517
RA300,Wind,EE,Estonia,2011 ,Wind,GWH,368.659
RA300,Wind,EE,Estonia,2010 ,Wind,GWH,276.992
RA300,Wind,EE,Estonia,2009 ,Wind,GWH,195.553
RA300,Wind,EE,Estonia,2008 ,Wind,GWH,133.453
RA300,Wind,EE,Estonia,2007 ,Wind,GWH,90.78299999999999
RA300,Wind,EE,Estonia,2006 ,Wind,GWH,76.29899999999999
RA300,Wind,EE,Estonia,2005 ,Wind,GWH,54.0
RA300,Wind,EE,Estonia,2004 ,Wind,GWH,8.0
RA300,Wind,EE,Estonia,2003 ,Wind,GWH,6.0
RA300,Wind,EE,Estonia,2002 ,Wind,GWH,1.0
RA420,Solar photovoltaic,EE,Estonia,2018 ,Solar,GWH,30.802
RA420,Solar photovoltaic,EE,Estonia,2017 ,Solar,GWH,14.492
RA420,Solar photovoltaic,EE,Estonia,2016 ,Solar,GWH,9.677
W6210,Renewable municipal waste,EE,Estonia,2018 ,Waste,GWH,46.0
C0129,Other bituminous coal,EL,Greece,2013 ,Hard coal,GWH,3.0
C0129,Other bituminous coal,EL,Greece,2012 ,Hard coal,GWH,5.0
C0129,Other bituminous coal,EL,Greece,2011 ,Hard coal,GWH,76.0
C0129,Other bituminous coal,EL,Greece,2010 ,Hard coal,GWH,431.0
C0129,Other bituminous coal,EL,Greece,2009 ,Hard coal,GWH,39.0
C0129,Other bituminous coal,EL,Greece,2003 ,Hard coal,GWH,78.0
C0129,Other bituminous coal,EL,Greece,2002 ,Hard coal,GWH,20.0
C0129,Other bituminous coal,EL,Greece,2001 ,Hard coal,GWH,6.0
C0129,Other bituminous coal,EL,Greece,2000 ,Hard coal,GWH,14.0
C0129,Other bituminous coal,EL,Greece,1999 ,Hard coal,GWH,12.0
C0129,Other bituminous coal,EL,Greece,1998 ,Hard coal,GWH,45.0
C0129,Other bituminous coal,EL,Greece,1997 ,Hard coal,GWH,282.0
C0129,Other bituminous coal,EL,Greece,1996 ,Hard coal,GWH,438.0
C0129,Other bituminous coal,EL,Greece,1995 ,Hard coal,GWH,266.0
C0129,Other bituminous coal,EL,Greece,1994 ,Hard coal,GWH,146.0
C0129,Other bituminous coal,EL,Greece,1993 ,Hard coal,GWH,214.0
C0129,Other bituminous coal,EL,Greece,1992 ,Hard coal,GWH,1338.0
C0129,Other bituminous coal,EL,Greece,1991 ,Hard coal,GWH,133.0
C0220,Lignite,EL,Greece,2018 ,Brown coal,GWH,17185.155
C0220,Lignite,EL,Greece,2017 ,Brown coal,GWH,18765.0
C0220,Lignite,EL,Greece,2016 ,Brown coal,GWH,18883.0
C0220,Lignite,EL,Greece,2015 ,Brown coal,GWH,22107.0
C0220,Lignite,EL,Greece,2014 ,Brown coal,GWH,25746.0
C0220,Lignite,EL,Greece,2013 ,Brown coal,GWH,26403.0
